CLASS,CLASS_CODE,COMM_CODE,NAME,SECTOR,SRG,COMM_STRUCTURE,CNSS_YR,FOIP_IND,RES_CNT,DWELL_CNT,PRSCH_CHLD,ELECT_CNT,EMPLYD_CNT,OWNSHP_CNT,DOG_CNT,CAT_CNT,PUB_SCH,SEP_SCH,PUBSEP_SCH,OTHER_SCH,UNKNWN_SCH,SING_FAMLY,DUPLEX,MULTI_PLEX,APARTMENT,TOWN_HOUSE,MANUF_HOME,CONV_STRUC,COMUNL_HSE,RES_COMM,OTHER_RES,NURSING_HM,OTHER_INST,HOTEL_CNT,OTHER_MISC,APT_NO_RES,APT_OCCPD,APT_OWNED,APT_PERSON,APT_VACANT,APT_UC,APT_NA,CNV_NO_RES,CNV_OCCPD,CNV_OWNED,CNV_PERSON,CNV_VACANT,CNV_UC,CNV_NA,DUP_NO_RES,DUP_OCCPD,DUP_OWNED,DUP_PERSON,DUP_VACANT,DUP_UC,DUP_NA,MFH_NO_RES,MFH_OCCPD,MFH_OWNED,MFH_PERSON,MFH_VACANT,MFH_UC,MFH_NA,MUL_NO_RES,MUL_OCCPD,MUL_OWNED,MUL_PERSON,MUL_VACANT,MUL_UC,MUL_NA,OTH_NO_RES,OTH_OCCPD,OTH_OWNED,OTH_PERSON,OTH_VACANT,OTH_UC,OTH_NA,TWN_NO_RES,TWN_OCCPD,TWN_OWNED,TWN_PERSON,TWN_VACANT,TWN_UC,TWN_NA,SF_NO_RES,SF_OCCPD,SF_OWNED,SF_PERSON,SF_VACANT,SF_UC,SF_NA,OTH_STRTY,DWELSZ_1,DWELSZ_2,DWELSZ_3,DWELSZ_4_5,DWELSZ_6,MALE_CNT,FEMALE_CNT,MALE_0_4,MALE_5_14,MALE_15_19,MALE_20_24,MALE_25_34,MALE_35_44,MALE_45_54,MALE_55_64,MALE_65_74,MALE_75,FEM_0_4,FEM_5_14,FEM_15_19,FEM_20_24,FEM_25_34,FEM_35_44,FEM_45_54,FEM_55_64,FEM_65_74,FEM_75,MF_0_4,MF_5_14,MF_15_19,MF_20_24,MF_25_34,MF_35_44,MF_45_54,MF_55_64,MF_65_74,MF_75
Residential,1,SHG,SHAGANAPPI,CENTRE,BUILT-OUT,1950s,2016,,1560,789,144,0,892,318,186,110,335,48,19,29,358,372,124,0,152,42,0,96,0,0,0,0,0,3,0,2,135,19,203,15,0,0,0,78,18,183,16,0,2,0,102,48,286,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,2,0,0,0,38,15,68,4,0,0,0,333,218,808,34,5,0,3,184,276,128,89,10,795,765,66,73,39,62,190,133,93,88,32,19,57,57,24,69,172,170,91,75,27,23,123,130,63,131,362,303,184,163,59,42
Residential,1,PAN,PANORAMA HILLS,NORTH,DEVELOPING,BUILDING OUT,2016,,25729,8165,2602,0,12899,6568,1679,552,4264,1467,434,361,1639,5413,612,95,1171,804,0,70,0,0,0,0,0,0,0,1,1107,612,2105,63,0,0,1,64,7,165,5,0,0,0,598,484,1615,11,0,3,0,0,0,0,0,0,0,0,84,23,158,11,0,0,0,0,0,0,0,0,0,0,744,426,1905,60,0,0,0,5352,5016,19781,58,3,0,0,949,1879,1625,2975,521,12868,12861,1066,2132,878,763,1835,2402,1971,1026,592,203,983,2074,801,707,2015,2642,1777,1012,607,243,2049,4206,1679,1470,3850,5044,3748,2038,1199,446
Residential,1,DIA,DIAMOND COVE,SOUTH,BUILT-OUT,1980s/1990s,2016,,727,271,50,0,354,260,102,24,137,88,17,2,27,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,260,727,2,0,0,0,24,124,65,47,9,367,360,23,43,19,17,25,43,43,88,51,15,21,25,19,19,31,44,51,91,42,17,44,68,38,36,56,87,94,179,93,32
Residential,1,HAY,HAYSBORO,SOUTH,BUILT-OUT,1950s,2016,,7086,3647,465,0,4096,2014,895,541,1923,470,236,74,944,1815,0,0,1774,9,0,49,0,0,0,0,0,0,0,7,1618,488,2582,149,0,0,0,28,4,47,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,19,0,0,0,2,1758,1513,4438,54,1,0,0,1217,1318,459,380,39,3573,3513,193,228,126,227,764,631,504,461,242,197,214,237,134,228,663,502,491,478,248,318,407,465,260,455,1427,1133,995,939,490,515
Residential,1,DOV,DOVER,EAST,BUILT-OUT,1960s/1970s,2016,,10928,4882,881,0,5380,2896,1654,1175,2343,795,246,85,1413,2076,788,0,1148,549,0,321,0,0,0,0,0,0,0,0,1072,409,1602,76,0,0,0,249,30,443,54,0,18,0,760,428,2241,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514,359,1261,35,0,0,1,2023,1670,5381,51,0,1,0,1430,1560,788,683,157,5660,5268,396,579,246,296,861,925,882,752,479,244,336,523,262,269,774,807,766,736,521,274,732,1102,508,565,1635,1732,1648,1488,1000,518
Residential,1,THO,THORNCLIFFE,NORTH,BUILT-OUT,1950s,2016,,8851,3855,603,0,4714,2148,1064,713,2103,565,186,77,924,2054,371,1,332,815,0,282,0,0,0,0,0,0,0,4,307,21,456,21,0,0,0,197,33,420,53,0,32,2,349,160,938,20,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,770,289,2138,43,1,0,1,1987,1645,4897,60,4,2,0,925,1272,695,620,99,4508,4343,279,502,209,248,733,732,664,595,295,251,229,424,180,244,669,709,619,559,360,350,508,926,389,492,1402,1441,1283,1154,655,601
Residential,1,ROC,ROCKY RIDGE,NORTHWEST,DEVELOPING,BUILDING OUT,2016,,8268,3111,649,0,4065,2539,870,327,1845,541,152,113,460,1804,197,0,490,617,0,2,0,0,0,1,0,0,0,0,461,274,690,26,0,3,0,2,2,4,0,0,0,0,194,159,453,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,156,0,0,0,0,575,434,1180,38,4,0,1,1766,1670,5785,28,9,0,1,628,963,514,782,112,3972,4296,265,586,245,222,535,641,625,420,231,202,256,574,235,205,598,759,618,463,271,317,521,1160,480,427,1133,1400,1243,883,502,519
Residential,1,FHT,FOREST HEIGHTS,EAST,BUILT-OUT,1960s/1970s,2016,,6538,2260,465,0,3144,1262,729,467,1105,391,78,35,651,944,460,0,30,577,0,248,0,0,0,1,0,0,0,0,25,0,34,5,0,0,0,183,7,386,55,0,10,0,448,233,1466,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,231,0,0,0,0,553,306,1643,24,0,0,1,921,716,2778,22,0,0,1,370,622,442,542,155,3378,3160,188,414,218,205,511,575,525,364,220,158,189,406,187,214,437,505,431,313,222,256,377,820,405,419,948,1080,956,677,442,414
Residential,1,CRE,CRESCENT HEIGHTS,CENTRE,BUILT-OUT,INNER CITY,2016,,6097,3685,433,0,3767,1384,514,415,1718,372,154,102,1339,1132,89,16,2041,255,0,145,0,5,1,1,0,0,0,4,1811,471,2717,203,17,6,1,113,10,158,25,0,6,1,75,40,167,10,3,0,0,0,0,0,0,0,0,0,15,5,29,1,0,0,0,5,0,150,2,0,0,2,230,141,443,18,5,0,14,1018,717,2433,84,9,7,7,1466,1231,326,230,14,3037,3060,176,151,68,162,836,651,364,344,157,128,207,133,75,182,810,573,379,327,165,209,383,284,143,344,1646,1224,743,671,322,337
Residential,1,SAN,SANDSTONE VALLEY,NORTH,BUILT-OUT,1980s/1990s,2016,,6033,2127,350,0,3102,1817,613,215,1245,418,130,28,306,1679,44,0,0,385,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,42,2,0,1,0,42,22,115,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,314,816,10,0,0,0,1649,1474,5060,26,0,4,0,288,674,482,548,90,2970,3063,135,296,170,242,388,356,432,551,261,139,143,302,186,203,320,385,477,594,281,172,278,598,356,445,708,741,909,1145,542,311
Residential,1,LKB,LAKE BONAVISTA,SOUTH,BUILT-OUT,1960s/1970s,2016,,10478,4110,597,0,4948,3550,1377,456,2506,931,224,93,356,3273,0,1,831,0,0,2,0,0,1,1,0,1,0,0,774,507,1131,55,0,2,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,2,0,195,1,0,0,0,0,0,0,0,0,0,0,3214,3042,9139,56,2,1,3,814,1503,651,943,82,5267,5211,238,644,330,314,476,646,699,782,601,537,249,559,297,304,458,655,735,787,670,497,487,1203,627,618,934,1301,1434,1569,1271,1034
Residential,1,DDG,DOUGLASDALE/GLEN,SOUTHEAST,BUILT-OUT,1980s/1990s,2016,,12697,4692,838,0,6958,4143,1925,691,2538,1034,386,103,631,3932,144,0,350,259,0,5,0,0,2,0,0,0,0,1,247,124,427,94,1,7,0,5,1,12,0,0,0,0,137,134,220,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,246,201,511,11,0,2,3,3877,3683,11526,40,0,12,2,552,1748,875,1184,154,6392,6305,341,744,448,416,695,884,1125,964,568,207,335,727,439,320,680,882,1219,976,526,201,676,1471,887,736,1375,1766,2344,1940,1094,408
Residential,1,SOM,SOMERSET,SOUTH,BUILT-OUT,1980s/1990s,2016,,8596,3153,618,0,4460,2398,951,501,1539,594,162,73,785,2177,0,0,784,169,0,23,0,0,0,0,0,0,0,0,742,392,1413,42,0,0,0,23,4,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,127,301,7,0,0,1,2134,1875,6830,42,0,0,0,563,914,631,841,112,4250,4346,269,598,317,282,569,730,721,426,205,133,237,573,292,242,534,800,760,431,246,231,506,1171,609,524,1103,1530,1481,857,451,364
Residential,1,RAN,RANCHLANDS,NORTHWEST,BUILT-OUT,1960s/1970s,2016,,7731,3074,661,0,4251,1976,1026,610,1841,543,165,56,469,1470,271,0,285,958,0,90,0,0,0,0,0,0,0,1,246,35,525,38,0,0,0,78,6,129,7,1,4,0,266,181,665,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,926,486,2329,31,0,1,0,1453,1268,4083,17,0,0,0,608,1055,601,623,82,3843,3888,272,447,229,299,780,538,463,450,253,112,248,446,223,263,741,595,497,499,263,113,520,893,452,562,1521,1133,960,949,516,225
Residential,1,HOU,HOUNSFIELD HEIGHTS/BRIAR HILL,CENTRE,BUILT-OUT,1950s,2016,,2972,1107,113,0,1221,771,239,146,686,124,54,23,220,680,0,0,369,33,0,22,0,0,0,2,0,1,0,1,348,209,548,20,0,0,0,19,1,33,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,522,1,0,0,0,30,27,52,3,0,0,2,638,534,1817,17,21,2,3,289,372,170,190,16,1440,1532,49,139,63,97,177,158,178,218,135,226,39,123,68,74,165,157,175,198,142,391,88,262,131,171,342,315,353,416,277,617
Residential,1,SDC,SUNDANCE,SOUTH,BUILT-OUT,1980s/1990s,2016,,10040,3412,585,0,5267,3002,1591,595,2169,672,203,91,277,3066,74,0,100,152,0,20,0,0,0,0,0,0,0,1,79,75,104,20,0,0,0,20,4,42,0,0,0,0,70,56,144,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,148,53,378,3,0,0,0,3031,2814,9372,33,1,1,0,329,1098,746,1055,120,5066,4974,237,642,435,414,488,613,797,957,359,124,238,599,394,372,406,617,925,927,312,184,475,1241,829,786,894,1230,1722,1884,671,308
Residential,1,WGT,WESTGATE,WEST,BUILT-OUT,1950s,2016,,3172,1340,209,0,1752,896,380,240,818,248,81,34,159,916,52,0,141,187,0,43,0,0,0,0,0,1,0,0,135,60,231,6,0,0,0,31,1,54,10,0,2,0,52,23,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,0,0,0,0,180,46,419,7,0,0,0,894,766,2306,21,1,0,1,292,501,251,234,15,1540,1632,89,182,73,77,260,240,216,221,104,78,83,162,63,100,248,270,212,238,137,119,172,344,136,177,508,510,428,459,241,197
Residential,1,SGH,SAGE HILL,NORTH,DEVELOPING,BUILDING OUT,2016,,5493,2246,821,0,3192,1813,595,229,1039,421,118,110,558,1341,24,227,431,219,1,2,0,0,0,1,0,0,0,8,249,198,431,18,156,0,0,2,1,5,0,0,0,0,24,23,65,0,0,0,0,0,0,0,0,0,1,0,220,182,451,6,1,1,0,0,0,0,0,1,0,0,217,183,454,2,0,0,6,1272,1226,4087,20,42,1,1,308,677,433,511,55,2682,2811,342,324,102,116,750,587,256,135,63,7,340,357,103,139,804,545,280,169,55,19,682,681,205,255,1554,1132,536,304,118,26
Residential,1,UOC,UNIVERSITY OF CALGARY,NORTHWEST,BUILT-OUT,2000s,2016,,2248,9,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,1083,1165,0,1,388,475,154,36,7,7,15,0,2,1,529,494,106,20,12,1,0,0,2,2,917,969,260,56,19,8,15,0
Residential,1,MRT,MARTINDALE,NORTHEAST,BUILT-OUT,1980s/1990s,2016,,14878,4175,1386,0,7034,2967,876,478,2278,577,202,150,968,3555,52,0,0,148,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,321,13,846,44,0,49,0,50,32,169,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,123,352,8,0,0,1,3462,2799,13511,91,0,1,0,314,707,753,1635,564,7640,7238,565,1243,559,527,1352,1399,991,590,326,88,565,1131,492,428,1393,1250,896,606,355,122,1130,2374,1051,955,2745,2649,1887,1196,681,210
Residential,1,UMR,UPPER MOUNT ROYAL,CENTRE,BUILT-OUT,INNER CITY,2016,,2513,1068,120,0,1345,764,357,146,572,90,77,93,236,796,10,0,234,13,0,15,0,0,0,0,0,0,0,0,222,50,319,12,0,0,0,10,1,18,5,0,0,0,10,8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,25,2,0,0,0,751,701,2121,29,15,1,0,225,382,153,230,14,1291,1222,51,155,95,83,123,150,221,226,128,59,40,117,80,88,137,140,226,208,113,73,91,272,175,171,260,290,447,434,241,132
Residential,1,COU,COUNTRY HILLS,NORTH,BUILT-OUT,1980s/1990s,2016,,3829,1433,321,0,2024,1161,380,160,725,329,80,30,269,979,0,0,200,244,0,10,0,0,0,0,0,0,0,0,193,163,280,7,0,0,0,10,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,172,547,5,0,0,0,965,825,2989,14,0,0,0,283,455,253,369,47,1872,1957,122,235,136,108,263,313,312,215,104,64,139,201,123,109,244,364,301,250,134,92,261,436,259,217,507,677,613,465,238,156
Residential,1,EDG,EDGEMONT,NORTHWEST,BUILT-OUT,1980s/1990s,2016,,15708,5425,873,0,7188,4648,1307,516,3518,795,347,88,677,4403,256,0,291,454,0,20,0,0,0,1,0,0,0,0,257,101,502,32,2,0,0,17,2,39,2,0,1,0,247,166,662,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,119,0,0,0,1,448,320,1070,4,1,0,0,4331,4059,13316,63,3,6,1,544,1848,1199,1501,209,7825,7883,348,962,577,549,754,902,1204,1322,829,378,334,870,516,490,730,1059,1254,1354,810,466,682,1832,1093,1039,1484,1961,2458,2676,1639,844
Residential,1,KCA,KINCORA,NORTH,DEVELOPING,2000s,2016,,6166,2212,738,0,3183,1758,524,184,1077,392,143,95,505,1480,87,0,477,160,0,8,0,0,0,0,0,0,0,1,239,178,410,8,229,0,0,8,2,19,0,0,0,0,87,86,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,123,317,5,8,0,0,1465,1369,5194,13,0,2,0,215,528,387,711,105,3070,3096,292,528,151,149,497,616,446,249,111,31,310,500,155,172,503,654,396,248,113,45,602,1028,306,321,1000,1270,842,497,224,76
Residential,1,APP,APPLEWOOD PARK,EAST,BUILT-OUT,2000s,2016,,6764,2323,573,0,3471,1375,477,284,984,433,117,119,670,1367,20,0,713,132,0,91,0,0,0,0,0,0,0,0,562,147,996,151,0,0,0,69,13,174,11,0,11,0,20,17,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,45,452,9,0,1,0,1347,1153,5068,17,0,3,0,335,575,358,634,218,3450,3314,257,437,246,253,435,633,517,417,174,81,218,411,209,229,453,627,519,372,186,90,475,848,455,482,888,1260,1036,789,360,171
Residential,1,ERL,ERLTON,CENTRE,BUILT-OUT,INNER CITY,2016,,1251,728,68,0,847,437,119,96,411,68,59,25,165,125,53,0,399,109,0,41,0,0,1,0,0,0,0,3,375,247,651,19,0,2,0,34,5,48,4,1,2,0,40,19,84,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,4,100,84,199,4,0,1,1,115,82,262,5,2,2,1,249,298,80,35,3,642,609,30,19,12,21,204,122,87,93,42,12,35,22,11,24,182,106,81,87,44,17,65,41,23,45,386,228,168,180,86,29
Residential,1,NOL,NOLAN HILL,NORTH,DEVELOPING,BUILDING OUT,2016,,3756,1585,500,0,2015,1115,344,143,734,229,97,55,470,1166,0,0,0,415,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,263,219,610,34,112,0,22,967,895,3140,66,111,0,0,128,380,304,352,70,1897,1859,232,267,117,87,480,373,212,87,36,6,185,286,86,100,514,357,193,95,34,9,417,553,203,187,994,730,405,182,70,15
Residential,1,COA,COACH HILL,WEST,BUILT-OUT,1980s/1990s,2016,,3317,1480,225,0,1691,1216,412,210,915,234,113,60,158,633,104,0,237,506,0,0,0,0,0,0,0,0,0,1,225,168,367,10,0,1,0,0,0,0,0,0,0,0,103,90,216,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,360,1017,8,0,0,0,622,598,1717,10,0,1,0,400,579,218,237,14,1567,1750,98,181,83,82,203,242,192,248,150,88,86,176,54,71,248,282,235,288,187,123,184,357,137,153,451,524,427,536,337,211
Residential,1,COL,COLLINGWOOD,NORTHWEST,BUILT-OUT,1950s,2016,,2235,984,133,0,1168,687,287,116,580,174,76,12,142,731,95,0,122,5,0,29,0,0,2,0,0,0,0,0,96,7,147,23,3,0,0,23,3,48,6,0,0,0,87,52,157,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,4,1,7,1,0,0,0,713,623,1873,15,2,1,2,222,355,149,191,8,1150,1085,51,100,62,110,160,151,155,189,83,89,53,111,47,77,120,158,146,175,99,99,104,211,109,187,280,309,301,364,182,188
Residential,1,ACA,ACADIA,SOUTH,BUILT-OUT,1960s/1970s,2016,,10767,5031,784,0,5663,2678,1294,955,2839,860,233,87,1012,2282,132,0,2025,384,94,108,0,0,3,1,0,2,0,4,1847,352,3496,172,0,2,0,94,18,164,4,0,10,0,121,77,276,10,0,1,0,78,71,134,15,0,1,0,0,0,0,0,0,0,0,5,1,257,1,0,0,0,375,254,970,9,0,0,5,2222,1905,5470,44,0,11,6,1489,1761,783,636,73,5387,5380,348,413,242,296,958,892,792,701,361,384,309,424,224,300,889,764,746,649,512,563,657,837,466,596,1847,1656,1538,1350,873,947
Residential,1,HAW,HAWKWOOD,NORTHWEST,BUILT-OUT,1980s/1990s,2016,,9697,3332,582,0,4727,3031,1022,462,2204,629,164,88,247,3068,0,0,138,119,0,7,0,0,0,0,0,0,0,0,138,131,174,0,0,0,0,3,0,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,95,246,3,0,0,0,3035,2805,9271,33,0,0,0,363,1129,706,964,130,4809,4888,247,542,351,368,492,513,736,869,468,223,212,511,344,354,475,551,865,903,414,259,459,1053,695,722,967,1064,1601,1772,882,482
Residential,1,BDO,BONAVISTA DOWNS,SOUTH,BUILT-OUT,1960s/1970s,2016,,923,375,64,0,547,310,200,62,212,73,19,6,65,368,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,310,918,7,0,0,0,48,166,82,63,5,489,434,29,49,16,40,69,80,71,73,47,15,25,32,14,23,67,75,70,72,38,18,54,81,30,63,136,155,141,145,85,33
Residential,1,QLD,QUEENSLAND,SOUTH,BUILT-OUT,1960s/1970s,2016,,4823,1909,416,0,2615,1417,861,485,1165,333,77,40,294,1174,216,0,60,391,0,68,0,0,0,0,0,0,0,0,60,51,111,0,0,0,1,47,2,79,18,0,2,0,211,134,533,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,368,237,912,22,0,0,0,1144,993,3188,28,1,1,0,304,687,429,368,42,2434,2389,180,243,116,159,401,387,354,331,185,78,169,245,118,132,406,353,325,368,184,89,349,488,234,291,807,740,679,699,369,167
Residential,1,VAR,VARSITY,NORTHWEST,BUILT-OUT,1960s/1970s,2016,,12612,6041,666,0,5906,3469,991,595,3527,777,221,128,1388,2606,169,1,2253,931,0,80,0,0,1,0,0,0,0,6,1867,579,3170,90,290,0,2,70,6,164,4,0,4,0,165,73,435,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,895,527,1839,33,0,2,2,2539,2284,7002,62,1,2,1,1614,2161,790,888,84,6167,6445,269,579,274,652,1073,707,707,770,552,584,268,542,287,579,973,747,743,814,671,821,537,1121,561,1231,2046,1454,1450,1584,1223,1405
Residential,1,WOO,WOODLANDS,SOUTH,BUILT-OUT,1980s/1990s,2016,,6105,2411,446,0,2983,1726,725,406,1389,399,124,75,424,1531,121,0,163,579,0,16,0,0,0,0,1,0,0,0,144,0,283,19,0,0,0,12,3,21,4,0,0,0,117,84,295,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,55,0,0,0,1,559,235,1314,19,0,0,0,1513,1404,4137,17,0,1,1,373,967,507,448,51,3030,3075,196,385,201,195,382,369,378,475,324,125,185,317,149,177,379,436,414,543,338,137,381,702,350,372,761,805,792,1018,662,262
Residential,1,OAK,OAKRIDGE,SOUTH,BUILT-OUT,1960s/1970s,2016,,5734,2293,366,0,2824,1979,829,389,1577,327,114,50,225,1706,144,0,35,405,0,3,0,0,0,0,0,0,0,0,34,28,53,1,0,0,0,3,0,3,0,0,0,0,133,90,252,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,262,862,11,0,0,0,1681,1599,4564,25,0,0,0,423,916,376,487,43,2834,2900,150,321,173,189,305,318,372,446,383,177,139,317,159,140,305,380,414,464,414,168,289,638,332,329,610,698,786,910,797,345
Residential,1,GLA,GLAMORGAN,WEST,BUILT-OUT,1950s,2016,,6457,2974,479,0,3483,1725,715,545,1600,382,146,153,693,1138,74,43,893,806,0,17,0,0,1,2,0,0,0,3,880,133,1522,10,0,0,0,15,4,20,0,0,2,0,71,52,181,2,0,1,0,0,0,0,0,0,0,0,38,0,78,5,0,0,0,3,0,154,0,0,0,0,788,490,1678,17,0,1,0,1120,1046,2824,11,0,7,3,984,1014,499,399,19,3165,3292,212,281,122,248,600,621,412,307,174,188,204,278,95,226,580,566,420,365,264,294,416,559,217,474,1180,1187,832,672,438,482
Residential,1,DAL,DALHOUSIE,NORTHWEST,BUILT-OUT,1960s/1970s,2016,,9111,3739,586,0,4420,2299,751,375,2291,553,138,50,707,1931,308,0,861,570,0,68,0,1,0,0,0,0,0,1,776,283,1317,83,0,1,0,58,3,131,9,0,1,0,293,116,885,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,537,230,1441,31,0,1,0,1892,1667,5336,32,4,3,1,792,1296,609,760,100,4595,4516,264,520,262,451,790,597,540,513,380,278,231,425,232,351,680,623,585,552,460,377,495,945,494,802,1470,1220,1125,1065,840,655
Residential,1,EYA,ELBOYA,CENTRE,BUILT-OUT,1950s,2016,,1810,767,125,0,894,416,219,112,430,63,38,34,202,467,11,0,249,20,0,18,0,0,0,1,0,1,0,1,223,18,411,25,0,0,0,17,2,27,1,0,0,0,9,1,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,64,0,0,0,0,17,0,37,3,0,0,0,447,395,1256,16,4,0,2,190,251,110,149,15,931,879,51,111,70,61,132,135,145,124,67,35,54,119,54,46,102,135,146,93,71,59,105,230,124,107,234,270,291,217,138,94
Residential,1,WND,WINDSOR PARK,CENTRE,BUILT-OUT,1950s,2016,,4351,2452,271,0,2763,892,291,246,1338,386,201,64,463,334,346,52,1528,85,0,101,3,0,1,0,0,2,0,2,1439,431,2233,87,0,0,1,84,3,158,13,0,3,2,322,144,816,12,10,0,0,0,0,0,0,0,0,0,46,6,137,2,4,4,0,5,0,50,1,0,0,0,82,59,160,3,0,0,1,322,249,797,10,1,0,6,984,871,241,189,15,2136,2215,122,120,51,136,538,440,318,212,124,75,111,112,64,166,521,387,301,238,187,128,233,232,115,302,1059,827,619,450,311,203
Residential,1,BOW,BOWNESS,NORTHWEST,BUILT-OUT,1950s,2016,,11010,5328,902,0,5940,2449,1945,1304,2982,568,344,197,1237,2373,873,60,678,859,0,466,4,2,0,1,0,12,0,1,618,128,905,58,0,1,2,377,27,655,77,0,10,0,824,351,2101,44,5,0,0,0,0,0,0,0,0,0,51,8,84,9,0,0,0,16,1,254,3,0,0,0,782,210,1670,77,0,0,4,2270,1724,5341,75,17,7,19,1525,1939,797,604,73,5510,5500,394,444,227,326,1134,892,739,760,370,224,387,418,190,350,1017,806,706,745,426,455,781,862,417,676,2151,1698,1445,1505,796,679
Residential,1,WHI,WHITEHORN,NORTHEAST,BUILT-OUT,1960s/1970s,2016,,12374,3961,1062,0,5813,2449,842,550,2021,609,188,135,1008,2541,663,3,65,117,0,571,0,0,0,1,0,0,0,0,63,39,89,2,0,0,0,427,81,1221,98,0,46,0,628,379,2090,35,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,1,0,182,0,0,0,0,114,59,287,3,0,0,1,2444,1890,8503,91,0,5,1,429,941,792,1137,380,6305,6069,459,772,369,438,1002,1169,772,678,425,221,433,746,389,394,964,1022,677,679,440,325,892,1518,758,832,1966,2191,1449,1357,865,546
